Date,RELIANCE,TCS,HDFCBANK,INFY,HINDUNILVR,ICICIBANK,BHARTIARTL,SBIN,LT,ITC
2016-02-16,,,,,,,,,,
2016-02-17,,,,,,,,,,
2016-02-18,,,,,,,,,,
2016-02-19,,,,,,,,,,
2016-02-22,,,,,,,,,,
2016-02-23,,,,,,,,,,
2016-02-24,,,,,,,,,,
2016-02-25,,,,,,,,,,
2016-02-26,,,,,,,,,,
2016-02-29,,,,,,,,,,
2016-03-01,,,,,,,,,,
2016-03-02,,,,,,,,,,
2016-03-03,,,,,,,,,,
2016-03-04,,,,,,,,,,
2016-03-07,,,,,,,,,,
2016-03-08,,,,,,,,,,
2016-03-09,,,,,,,,,,
2016-03-10,,,,,,,,,,
2016-03-11,,,,,,,,,,
2016-03-14,,,,,,,,,,
2016-03-15,,,,,,,,,,
2016-03-16,,,,,,,,,,
2016-03-17,,,,,,,,,,
2016-03-18,,,,,,,,,,
2016-03-21,,,,,,,,,,
2016-03-22,,,,,,,,,,
2016-03-23,,,,,,,,,,
2016-03-24,,,,,,,,,,
2016-03-25,,,,,,,,,,
2016-03-28,,,,,,,,,,
2016-03-29,,,,,,,,,,
2016-03-30,,,,,,,,,,
2016-03-31,,,,,,,,,,
2016-04-01,,,,,,,,,,
2016-04-04,,,,,,,,,,
2016-04-05,,,,,,,,,,
2016-04-06,,,,,,,,,,
2016-04-07,,,,,,,,,,
2016-04-08,,,,,,,,,,
2016-04-11,,,,,,,,,,
2016-04-12,,,,,,,,,,
2016-04-13,,,,,,,,,,
2016-04-14,,,,,,,,,,
2016-04-15,,,,,,,,,,
2016-04-18,,,,,,,,,,
2016-04-19,,,,,,,,,,
2016-04-20,,,,,,,,,,
2016-04-21,,,,,,,,,,
2016-04-22,,,,,,,,,,
2016-04-25,221.471976,948.616054,237.988684,447.55619,730.995475,188.429827,290.214392,164.766285,681.416547,143.028171
2016-04-26,221.896026,950.389988,238.634219,448.724087,732.399929,189.405255,290.984406,165.570495,683.435148,143.314156
2016-04-27,222.235255,952.253314,239.320675,449.810309,733.75505,190.319558,291.897838,166.242024,685.191445,143.616279
2016-04-28,222.529174,953.929557,239.893104,450.464865,734.586153,191.065773,292.777123,166.824195,686.444803,143.772719
2016-04-29,222.74332,955.637045,240.550823,451.08202,735.271791,191.713511,293.418234,167.262855,687.632013,143.955606
2016-05-02,222.898302,957.304591,241.143484,451.649938,735.310923,192.194008,293.908243,167.642846,688.783868,144.146562
2016-05-03,223.05924,958.998226,241.823734,452.061374,735.551669,192.688089,294.711551,168.10407,690.166664,144.346035
2016-05-04,223.217257,961.110734,242.640997,452.54609,735.834939,193.154156,295.351808,168.530995,691.69373,144.570609
2016-05-05,223.399836,963.147304,243.512976,453.173167,735.959984,193.691533,295.895597,169.046375,693.830941,144.85256
2016-05-06,223.527722,965.22698,244.242421,453.633838,736.019532,194.265414,296.598171,169.559951,695.539338,145.092375
2016-05-09,223.646979,967.882942,245.021983,454.511669,736.276433,194.863913,297.47404,170.100603,698.031794,145.353707
2016-05-10,223.700339,969.830908,245.761083,455.17844,736.928046,195.212826,298.296128,170.596125,700.268223,145.337122
2016-05-11,223.634823,971.408661,246.366158,455.528429,737.154322,195.279891,298.851871,170.665625,702.433371,145.323226
2016-05-12,223.596376,972.935785,246.97882,455.839105,737.224078,195.514197,299.34188,170.769423,703.67647,145.323674
2016-05-13,223.521677,974.247749,247.532168,456.118486,736.935698,195.61607,299.779813,170.705338,704.740513,145.360879
2016-05-16,223.437337,975.779224,248.186209,456.457022,736.893165,195.67125,300.192991,170.495937,705.767488,145.488183
2016-05-17,223.233922,977.487107,248.826686,456.844793,737.025865,195.825756,300.529338,170.3786,706.949567,145.580075
2016-05-18,222.972938,979.020573,249.359345,457.084097,736.785127,195.99724,300.813612,170.316321,708.055808,145.694828
2016-05-19,222.756946,980.671107,249.902118,457.566905,736.403177,196.167877,300.958738,170.175517,708.967601,145.773271
2016-05-20,222.454534,981.968823,250.417995,458.014217,735.736252,196.273994,301.038983,170.017563,709.759643,145.854405
2016-05-23,222.110964,983.048215,250.920077,458.371456,735.097402,196.264656,301.126058,169.776571,710.4097,146.049843
2016-05-24,221.809942,984.13829,251.440782,458.778695,734.796263,196.318988,301.164474,169.491352,711.109939,146.332691
2016-05-25,221.550614,985.71564,252.097583,459.207689,734.727358,196.465005,301.388991,169.309028,712.346189,146.637503
2016-05-26,221.247566,987.271248,252.855534,459.760339,734.739268,196.69252,301.59558,169.269314,715.549719,146.985347
2016-05-27,221.017486,988.432512,253.58383,460.173302,734.957892,196.912394,301.714242,169.353255,718.692805,147.29509
2016-05-30,220.716848,989.936704,254.200628,460.728243,734.527454,197.076239,301.752656,169.390261,721.646007,147.600164
2016-05-31,220.322425,990.698488,254.789381,461.17632,734.154008,197.263853,301.761194,169.524748,724.340327,147.929557
2016-06-01,219.99111,991.962199,255.367789,461.56104,733.84011,197.363179,301.847416,169.554533,726.877837,148.344214
2016-06-02,219.671408,993.357221,255.945276,461.971332,733.748236,197.484577,301.984003,169.625838,729.554478,148.727623
2016-06-03,219.366606,994.589284,256.508051,462.422462,733.939637,197.646724,301.98315,169.672453,732.041237,149.073348
2016-06-06,219.079117,995.904037,257.076343,462.894584,734.206747,197.95319,301.965223,169.910962,735.027511,149.450836
2016-06-07,218.72326,997.3995,257.627621,463.353727,734.817528,198.474437,301.87388,170.33356,738.379874,149.916002
2016-06-08,218.315909,998.591691,258.0766,463.59914,735.422353,198.816558,301.854246,170.620899,741.609066,150.315735
2016-06-09,217.991387,999.253702,258.482358,463.454133,735.540596,199.120478,301.86193,170.954093,744.742458,150.62744
2016-06-10,217.7383,1000.269136,258.927888,463.369379,735.657139,199.363274,302.129131,171.18886,747.591307,150.837968
2016-06-13,217.501865,1001.077394,259.313415,462.994963,735.691167,199.448168,302.024982,171.364875,750.217769,151.089106
2016-06-14,217.279674,1001.855772,259.747451,462.757426,735.643524,199.776705,302.232425,171.835632,753.244534,151.409593
2016-06-15,217.064275,1002.658499,260.244246,462.781132,735.693716,200.207965,302.529505,172.468127,756.68813,151.792454
2016-06-16,216.797164,1003.560623,260.734605,462.920894,736.024626,200.609848,302.789876,173.134007,760.238358,152.190403
2016-06-17,216.52786,1005.123359,261.243355,463.130683,736.551194,200.985203,303.172322,173.73249,763.522865,152.618158
2016-06-20,216.308298,1006.549147,261.708195,463.427804,736.808096,201.295917,303.449766,174.282813,766.872372,152.975132
2016-06-21,216.044034,1007.81922,262.184761,463.717438,736.769817,201.533535,303.656354,174.806512,769.978964,153.379721
2016-06-22,215.669113,1009.157092,262.597415,464.028618,736.277,201.589033,303.85782,175.23608,772.905934,153.670044
2016-06-23,215.293974,1010.316737,263.09559,464.433238,735.95791,201.677455,304.089165,175.750692,775.913307,154.011376
2016-06-24,214.791743,1010.905708,263.464106,464.706195,735.462512,201.593463,304.167702,176.150084,778.145171,154.296185
2016-06-27,214.313615,1010.921481,263.795839,464.25643,734.938146,201.599219,304.026847,176.750347,780.582888,154.588364
2016-06-28,213.844909,1010.68229,264.159757,463.752223,734.910894,201.612774,303.987577,177.327748,783.10386,154.968316
2016-06-29,213.536383,1011.303384,264.527764,463.347299,734.731477,201.671696,303.979895,177.918997,785.581497,155.327152
2016-06-30,213.220845,1012.531001,264.964355,463.02771,734.806631,201.543518,304.142946,178.412243,788.370475,155.755045
2016-07-01,212.933793,1013.399144,265.387311,462.835356,735.203159,201.429701,304.403316,178.81542,791.535801,156.3132
2016-07-04,212.801442,1013.943606,265.797327,462.697081,735.522268,201.434914,304.649175,179.336738,794.986809,156.812127
2016-07-05,212.69692,1014.111964,266.079252,462.368745,735.765136,201.368599,304.74308,179.7968,798.352284,157.234618
2016-07-06,212.581663,1014.11183,266.313589,461.979341,735.898264,201.462733,304.621005,180.34351,801.769648,157.601975
2016-07-07,212.543096,1013.5364,266.687996,461.686027,736.786111,201.62894,304.461367,180.901136,805.133413,158.112372
2016-07-08,212.524253,1012.874087,266.927739,461.408064,737.857304,201.798377,304.315388,181.481815,808.304441,158.588536
2016-07-11,212.548576,1012.581504,267.350495,461.314037,739.145347,202.277891,304.350389,182.233698,811.829011,159.144263
2016-07-12,212.669532,1012.679781,267.782768,461.409066,740.583189,203.058673,304.264167,183.057361,815.439687,159.735372
2016-07-13,212.803854,1013.003829,268.151655,461.552956,742.017181,203.942832,304.302583,183.973325,818.913505,160.339039
2016-07-14,212.933795,1013.618975,268.509836,461.533841,743.601073,204.95269,304.516855,184.96071,822.22766,160.91994
2016-07-15,213.123336,1013.597773,269.034418,460.797518,745.276743,205.846097,304.854911,185.866743,825.938693,161.502461
2016-07-18,213.22479,1013.171761,269.476382,459.999818,746.750536,206.585027,304.784057,186.643957,829.130253,162.022018
2016-07-19,213.379272,1012.925634,269.86007,459.135772,747.474962,207.420197,304.706372,187.422274,832.012748,162.555298
2016-07-20,213.587878,1012.94568,270.336006,458.325579,748.399801,208.253093,304.783201,188.310172,834.785188,163.15443
2016-07-21,213.64726,1012.675518,270.747897,457.428463,749.541298,208.855669,304.881374,189.0343,837.53881,163.756594
